icl_example_index,token_role,task,task_group,point_type,x_fv_pc1_raw_dot,y_activation_pc1_raw_dot,prompt_index,query_source_index,query_input,query_output,demo_source_index,demo_input,demo_output,token_position,token_text,token_label
4,pre_label_token,national_parks,train,activation,7.069943428039551,12.727836608886719,13,248,River Raisin National Battlefield Park,Michigan,62,Port Chicago Naval Magazine National Memorial,California,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.301088333129883,12.110002517700195,14,297,Ocmulgee Mounds National Historical Park,Georgia,171,Kings Mountain National Military Park,South Carolina,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.837636947631836,13.817238807678223,15,53,Steamtown National Historic Site,Pennsylvania,83,Chickamauga & Chattanooga National Military Park,Tennessee,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,4.15177059173584,10.202095985412598,16,10,Fort Larned National Historic Site,Kansas,288,Martin Van Buren National Historic Site,New York,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.361715316772461,12.335925102233887,17,16,Carl Sandburg Home National Historic Site,North Carolina,32,Timucuan Ecological and Historic Preserve,Florida,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.820028781890869,12.352241516113281,18,313,World War I Memorial,Washington DC,185,Fort Monroe National Monument,Virginia,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.792368412017822,13.979801177978516,19,69,Eleanor Roosevelt National Historic Site,New York,170,Tule Springs Fossil Beds National Monument,Nevada,66,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.787741184234619,12.613532066345215,20,71,Voyageurs National Park,Minnesota,111,San Antonio Missions National Historical Park,Texas,60,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.485742568969727,13.208179473876953,21,202,Cape Lookout National Seashore,North Carolina,148,Cowpens National Battlefield,South Carolina,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.532649040222168,13.13092041015625,22,144,Hopewell Culture National Historical Park,Ohio,142,Ulysses S. Grant National Historic Site,Missouri,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.801599502563477,12.429698944091797,23,250,African Burial Ground National Monument,New York,191,Cabrillo National Monument,California,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.117433547973633,10.640281677246094,24,245,Yellowstone National Park,Idaho,271,Morristown National Historical Park,New Jersey,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.392261505126953,11.977194786071777,25,226,Medgar and Myrlie Evers Home National Monument,Mississippi,34,Harpers Ferry National Historical Park,West Virginia,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.426725387573242,14.277247428894043,26,60,Aztec Ruins National Monument,New Mexico,49,Castillo de San Marcos National Monument,Florida,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.596108436584473,14.178426742553711,27,34,Harpers Ferry National Historical Park,West Virginia,153,Carter G. Woodson Home National Historic Site,Washington DC,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.094254970550537,13.04481315612793,28,28,Lassen Volcanic National Park,California,67,Valles Caldera National Preserve,New Mexico,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.516700744628906,12.270025253295898,29,213,Channel Islands National Park,California,220,Natchez Trace Parkway,Tennessee,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.61763858795166,12.395732879638672,30,11,Antietam National Battlefield,Maryland,258,Saint-Gaudens National Historical Park,New Hampshire,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.52692985534668,12.989927291870117,31,255,Walnut Canyon National Monument,Arizona,11,Antietam National Battlefield,Maryland,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,9.439004898071289,14.338159561157227,32,209,Rock Creek Park,Washington DC,231,Pennsylvania Avenue National Historic Site,Washington DC,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.010758399963379,12.853734970092773,33,239,Boston Harbor Islands National Recreation Area,Massachusetts,146,Cedar Breaks National Monument,Utah,48,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.051507949829102,12.062990188598633,34,295,Crater Lake National Park,Oregon,1,Big Cypress National Preserve,Florida,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,13.049073219299316,16.4085636138916,35,249,Chiricahua National Monument,Arizona,243,Wupatki National Monument,Arizona,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.658659934997559,12.492546081542969,36,74,Thomas Edison National Historical Park,New Jersey,235,Springfield Armory National Historic Site,Massachusetts,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.8281145095825195,11.321588516235352,37,304,Natchez Trace Parkway,Mississippi,275,Assateague Island National Seashore,Maryland,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.102024078369141,13.439376831054688,38,24,Monocacy National Battlefield,Maryland,140,Fort Caroline National Memorial,Florida,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.533087730407715,12.591411590576172,39,288,Martin Van Buren National Historic Site,New York,164,Craters of the Moon National Preserve,Idaho,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.024396896362305,13.337026596069336,40,300,Hovenweep National Monument,Colorado,153,Carter G. Woodson Home National Historic Site,Washington DC,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.503667831420898,12.185493469238281,41,232,James A. Garfield National Historic Site,Ohio,185,Fort Monroe National Monument,Virginia,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.394718647003174,12.171019554138184,42,45,Lowell National Historical Park,Massachusetts,27,Bryce Canyon National Park,Utah,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.841691970825195,11.801192283630371,43,153,Carter G. Woodson Home National Historic Site,Washington DC,246,Tonto National Monument,Arizona,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.46092414855957,12.855995178222656,44,311,Gateway National Recreation Area,New Jersey,160,Denali National Park,Alaska,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.9589691162109375,12.718772888183594,45,49,Castillo de San Marcos National Monument,Florida,229,El Malpais National Monument,New Mexico,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.762506484985352,11.301494598388672,46,243,Wupatki National Monument,Arizona,266,Devils Tower National Monument,Wyoming,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.747373580932617,12.501508712768555,47,50,Pipestone National Monument,Minnesota,307,Kenai Fjords National Park,Alaska,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.697038650512695,14.311172485351562,48,158,Piscataway Park,Maryland,40,Big South Fork National River and Recreation Area,Kentucky,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.622377395629883,12.810628890991211,49,251,Rio Grande Wild and Scenic River,Texas,26,Wilson's Creek National Battlefield,Missouri,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.007967948913574,13.879938125610352,50,206,Castle Mountains National Monument,California,90,Great Sand Dunes National Park,Colorado,60,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.801258087158203,10.85397720336914,51,191,Cabrillo National Monument,California,304,Natchez Trace Parkway,Mississippi,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.288219451904297,12.818103790283203,52,283,Niobrara National Scenic River,Nebraska,263,Hamilton Grange National Memorial,New York,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.493212699890137,12.08382797241211,53,227,Fort Union Trading Post National Historic Site,Montana,246,Tonto National Monument,Arizona,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.294463157653809,13.04374885559082,54,150,Hawaii Volcanoes National Park,Hawaii,217,Hohokam Pima National Monument,Arizona,61,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.054642677307129,13.124659538269043,55,196,Saugus Iron Works National Historic Site,Massachusetts,75,Cumberland Gap National Historical Park,Virginia,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.95753812789917,13.557598114013672,56,183,Hovenweep National Monument,Utah,51,Ozark National Scenic Riverways,Missouri,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.3151631355285645,13.757819175720215,57,107,Fort Union National Monument,New Mexico,177,Theodore Roosevelt Birthplace National Historic Site,New York,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.609408378601074,14.83769416809082,58,314,Rocky Mountain National Park,Colorado,12,Wolf Trap National Park for the Performing Arts,Virginia,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.34444522857666,13.898265838623047,59,237,Navajo National Monument,Arizona,83,Chickamauga & Chattanooga National Military Park,Tennessee,58,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.373719692230225,11.048613548278809,60,95,Minidoka National Historic Site,Idaho,98,Isle Royale National Park,Michigan,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.88831901550293,9.47982406616211,61,210,Aniakchak National Monument,Alaska,245,Yellowstone National Park,Idaho,46,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.3753557205200195,11.647377014160156,62,83,Chickamauga & Chattanooga National Military Park,Tennessee,243,Wupatki National Monument,Arizona,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.838198184967041,14.484167098999023,63,137,Minute Man National Historical Park,Massachusetts,86,Hagerman Fossil Beds National Monument,Idaho,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,9.494598388671875,13.293615341186523,64,269,Washington Monument,Washington DC,296,George Rogers Clark National Historical Park,Indiana,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.903502941131592,12.14831256866455,65,120,Fort Union Trading Post National Historic Site,North Dakota,109,Lincoln Home National Historic Site,Illinois,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.430308818817139,11.674142837524414,66,194,Fire Island National Seashore,New York,152,Organ Pipe Cactus National Monument,Arizona,48,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.105833053588867,13.689985275268555,67,109,Lincoln Home National Historic Site,Illinois,103,Federal Hall National Memorial,New York,61,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.273271560668945,12.178915023803711,68,25,Rosie the Riveter World War II Home Front National Historical Park,California,199,Shiloh National Military Park,Mississippi,58,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.162509918212891,12.383228302001953,69,113,Glacier National Park,Montana,239,Boston Harbor Islands National Recreation Area,Massachusetts,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.453125953674316,10.121302604675293,70,197,Ebey's Landing National Historical Reserve,Washington,313,World War I Memorial,Washington DC,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.172634124755859,15.009710311889648,71,93,Kobuk Valley National Park,Alaska,104,Maggie L. Walker National Historic Site,Virginia,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.677717208862305,15.080268859863281,72,265,San Juan National Historic Site,Puerto Rico,197,Ebey's Landing National Historical Reserve,Washington,62,:,predictive_token
4,pre_label_token,national_parks,train,activation,4.539386749267578,9.649252891540527,73,172,Mount Rushmore National Memorial,South Dakota,244,Freedom Riders National Monument,Alabama,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,10.151063919067383,15.396472930908203,74,43,Pu'ukohola Heiau National Historic Site,Hawaii,159,Abraham Lincoln Birthplace National Historical Park,Kentucky,60,:,predictive_token
4,pre_label_token,national_parks,train,activation,4.978985786437988,11.470962524414062,75,61,Sand Creek Massacre National Historic Site,Colorado,276,Boston African American National Historic Site,Massachusetts,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,14.62958812713623,18.5023136138916,76,4,Gulf Islands National Seashore,Mississippi,205,Pu'uhonua O Honaunau National Historical Park,Hawaii,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.6494550704956055,13.40098762512207,77,267,Honouliuli National Historic Site,Hawaii,229,El Malpais National Monument,New Mexico,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.592298984527588,10.800125122070312,78,94,Glen Canyon National Recreation Area,Arizona,289,Boston National Historical Park,Massachusetts,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.980270862579346,12.929424285888672,79,181,Manhattan Project National Historical Park,Tennessee,93,Kobuk Valley National Park,Alaska,49,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.653544902801514,11.970653533935547,80,220,Natchez Trace Parkway,Tennessee,182,Fort Vancouver National Historic Site,Oregon,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.847687244415283,13.375570297241211,81,54,Lewis and Clark National Historical Park,Washington,302,Tule Lake National Monument,California,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.864834785461426,12.686067581176758,82,22,Effigy Mounds National Monument,Iowa,59,Bering Land Bridge National Preserve,Alaska,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.745641708374023,11.392099380493164,83,26,Wilson's Creek National Battlefield,Missouri,64,Stonewall National Monument,New York,48,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.260244846343994,12.132688522338867,84,39,Big Bend National Park,Texas,198,Sitka National Historical Park,Alaska,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.533864974975586,12.076737403869629,85,277,John D. Rockefeller Jr. Memorial Parkway,Wyoming,87,Minuteman Missile National Historic Site,South Dakota,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.204277992248535,13.21595573425293,86,27,Bryce Canyon National Park,Utah,52,Tuskegee Institute National Historic Site,Alabama,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.067882061004639,12.117712020874023,87,281,Sunset Crater Volcano National Monument,Arizona,47,Manhattan Project National Historical Park,New Mexico,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.890724182128906,12.724059104919434,88,208,Kennesaw Mountain National Battlefield Park,Georgia,275,Assateague Island National Seashore,Maryland,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.3487868309021,12.395824432373047,89,30,Cuyahoga Valley National Park,Ohio,299,Chamizal National Memorial,Texas,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.115860939025879,13.312808990478516,90,155,Theodore Roosevelt Inaugural National Historic Site,New York,273,Lyndon B. Johnson National Historical Park,Texas,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.02324914932251,12.884400367736816,91,234,Gateway National Recreation Area,New York,299,Chamizal National Memorial,Texas,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.1820068359375,9.829866409301758,92,284,El Morro National Monument,New Mexico,291,Wright Brothers National Memorial,North Carolina,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.156538963317871,12.00595474243164,93,19,George Washington Carver National Monument,Missouri,212,Ford's Theatre National Historic Site,Washington DC,58,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.464837551116943,13.14276123046875,94,171,Kings Mountain National Military Park,South Carolina,26,Wilson's Creek National Battlefield,Missouri,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.608239650726318,14.010987281799316,95,177,Theodore Roosevelt Birthplace National Historic Site,New York,243,Wupatki National Monument,Arizona,57,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.932885646820068,12.891876220703125,96,161,Coronado National Memorial,Arizona,265,San Juan National Historic Site,Puerto Rico,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.57943058013916,13.586311340332031,97,205,Pu'uhonua O Honaunau National Historical Park,Hawaii,103,Federal Hall National Memorial,New York,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.328594207763672,12.145490646362305,98,256,Big South Fork National River and Recreation Area,Tennessee,235,Springfield Armory National Historic Site,Massachusetts,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.623097896575928,11.303140640258789,99,131,White House and President's Park,Washington DC,216,Fort Scott National Historic Site,Kansas,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.809103965759277,14.411008834838867,100,294,Manhattan Project National Historical Park,Washington,226,Medgar and Myrlie Evers Home National Monument,Mississippi,61,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.242016792297363,8.657051086425781,101,13,Craters of the Moon National Monument,Idaho,311,Gateway National Recreation Area,New Jersey,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.629228591918945,12.458974838256836,102,212,Ford's Theatre National Historic Site,Washington DC,273,Lyndon B. Johnson National Historical Park,Texas,60,:,predictive_token
4,pre_label_token,national_parks,train,activation,4.688204765319824,11.423437118530273,103,18,Biscayne National Park,Florida,273,Lyndon B. Johnson National Historical Park,Texas,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.17155122756958,12.130918502807617,104,268,Chickasaw National Recreation Area,Oklahoma,54,Lewis and Clark National Historical Park,Washington,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.956055641174316,11.693181991577148,105,125,William Howard Taft National Historic Site,Ohio,182,Fort Vancouver National Historic Site,Oregon,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.444654941558838,12.207828521728516,106,17,Pictured Rocks National Lakeshore,Michigan,72,John F. Kennedy National Historic Site,Massachusetts,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.864688873291016,13.643048286437988,107,127,Clara Barton National Historic Site,Maryland,248,River Raisin National Battlefield Park,Michigan,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.355111122131348,12.273691177368164,108,133,Missouri National Recreational River,Nebraska,169,Tuzigoot National Monument,Arizona,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,9.083770751953125,13.01473617553711,109,147,First State National Historical Park,Pennsylvania,0,Olympic National Park,Washington,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.823556423187256,14.27392578125,110,166,Washita Battlefield National Historic Site,Oklahoma,10,Fort Larned National Historic Site,Kansas,53,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.466046333312988,13.8408842086792,111,73,Yosemite National Park,California,274,Tumacacori National Historical Park,Arizona,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.777820587158203,9.810311317443848,112,299,Chamizal National Memorial,Texas,56,Indiana Dunes National Park,Indiana,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.228781223297119,9.931233406066895,113,5,Everglades National Park,Florida,99,Greenbelt Park,Maryland,44,:,predictive_token
4,pre_label_token,national_parks,train,activation,8.074939727783203,12.301595687866211,114,148,Cowpens National Battlefield,South Carolina,210,Aniakchak National Monument,Alaska,56,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.023918151855469,11.87271499633789,115,185,Fort Monroe National Monument,Virginia,308,Adams National Historical Park,Massachusetts,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,10.82868766784668,15.681105613708496,116,184,Big Hole National Battlefield,Montana,88,Johnstown Flood National Memorial,Pennsylvania,50,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.130058288574219,14.093681335449219,117,115,Marsh-Billings-Rockefeller National Historical Park,Vermont,296,George Rogers Clark National Historical Park,Indiana,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.831636428833008,11.953620910644531,118,279,Poverty Point National Monument,Louisiana,259,Denali National Preserve,Alaska,52,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.634269714355469,11.348444938659668,119,264,Cane River Creole National Historical Park,Louisiana,306,Yellowstone National Park,Montana,48,:,predictive_token
4,pre_label_token,national_parks,train,activation,5.822188854217529,10.090551376342773,120,65,Jean Lafitte National Historical Park and Preserve,Louisiana,237,Navajo National Monument,Arizona,46,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.68927001953125,12.684408187866211,121,218,Belmont-Paul Women's Equality National Monument,Washington DC,72,John F. Kennedy National Historic Site,Massachusetts,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.223251819610596,12.757648468017578,122,247,Point Reyes National Seashore,California,224,Scotts Bluff National Monument,Nebraska,54,:,predictive_token
4,pre_label_token,national_parks,train,activation,9.72711181640625,15.886808395385742,123,35,Oregon Caves National Monument and Preserve,Oregon,213,Channel Islands National Park,California,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.190675258636475,12.991989135742188,124,118,Buck Island Reef National Monument,Virgin Islands,67,Valles Caldera National Preserve,New Mexico,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.358847618103027,12.119192123413086,125,90,Great Sand Dunes National Park,Colorado,95,Minidoka National Historic Site,Idaho,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.602627754211426,12.680561065673828,126,200,Little Bighorn Battlefield National Monument,Montana,258,Saint-Gaudens National Historical Park,New Hampshire,59,:,predictive_token
4,pre_label_token,national_parks,train,activation,6.990997314453125,12.958940505981445,127,292,Whitman Mission National Historic Site,Washington,126,De Soto National Memorial,Florida,51,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.640789031982422,13.261270523071289,128,110,Yellowstone National Park,Wyoming,176,Sleeping Bear Dunes National Lakeshore,Michigan,55,:,predictive_token
4,pre_label_token,national_parks,train,activation,7.771541118621826,13.84243392944336,129,129,Perry's Victory and International Peace Memorial,Ohio,32,Timucuan Ecological and Historic Preserve,Florida,56,:,predictive_token
4,pre_label_token,national_parks,train,function_vector,11.095149993896484,8.048983573913574,,,,,,,,,,
4,pre_label_token,english-spanish,train,activation,-10.456466674804688,-27.826644897460938,0,2223,enjoyed,disfrutado,1415,addition,adición,45,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.633118629455566,-30.41399383544922,1,1778,headquarters,sede,422,nurse,enfermera,36,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-8.758460998535156,-27.095142364501953,2,3551,graves,tumbas,849,construction,construcción,36,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-9.569231986999512,-28.851177215576172,3,1594,television,televisión,2149,arbitrators,árbitros,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.08517074584961,-32.282081604003906,4,55,techniques,técnicas,128,boards,tableros,39,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-8.992826461791992,-27.620094299316406,5,2643,game,juego,2566,culture,cultura,37,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-12.001302719116211,-31.714555740356445,6,1291,renewed,renovado,3303,customs,costumbres,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-9.78452205657959,-27.521991729736328,7,2008,older,mayor,3123,consumption,consumo,39,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-8.160026550292969,-26.113670349121094,8,1911,manuscript,manuscrito,3018,prayer,oración,40,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-9.059337615966797,-23.4851131439209,9,464,marathon,maratón,2617,soviet,soviético,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-6.498337268829346,-26.61705780029297,10,3032,arm,brazo,3227,they,ellos/ellas,40,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-8.275060653686523,-27.805389404296875,11,186,ruled,gobernado,3054,verse,verso,39,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-12.384942054748535,-29.16350555419922,12,816,ports,puertos,581,led,conducido,41,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-13.795656204223633,-31.833635330200195,13,2494,iraq,Irak,465,not,no,37,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.600896835327148,-32.43600082397461,14,775,posting,publicación,2708,ways,maneras,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-9.317392349243164,-24.667343139648438,15,3298,exclusive,exclusivo,1089,cuisine,cocina,38,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-11.409724235534668,-30.446914672851562,16,3151,merit,mérito,990,exception,excepción,38,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.654683113098145,-30.374805450439453,17,1978,nicknamed,apodado,1512,audiences,audiencias,39,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.274322509765625,-28.827476501464844,18,1874,enrolled,inscrito,1424,cemetery,cementerio,37,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-12.65380859375,-35.66121292114258,19,723,trails,senderos,352,using,usando,38,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-7.675083160400391,-25.65087890625,20,702,wednesday,miércoles,1915,competition,competencia,40,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-12.200672149658203,-33.92107391357422,21,2058,complex,complejo,3537,dozen,docena,41,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-11.355485916137695,-30.090190887451172,22,2535,notice,aviso,3001,evolved,evolucionado,38,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.421844482421875,-25.948116302490234,23,1669,employee,empleado,433,sweden,suecia,39,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-9.66221809387207,-24.671010971069336,24,383,paint,pintura,3286,marshal,mariscal,44,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-11.4225435256958,-27.800247192382812,25,1141,marriage,matrimonio,1470,materials,materiales,41,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-11.432535171508789,-29.948863983154297,26,308,bulgarian,búlgaro,1235,school,escuela,41,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-12.481332778930664,-33.59257888793945,27,1976,graduating,graduando,421,suppose,suponer,41,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.173370361328125,-30.743545532226562,28,1320,saints,santos,1970,economic,económico,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-11.361712455749512,-33.31242370605469,29,3022,customers,clientes,310,areas,áreas,42,:,predictive_token
4,pre_label_token,english-spanish,train,activation,-10.994516372680664,-32.584510803222656,30,3067,convinced,convencido,2039,equipped,equipado,41,:,predictive_token
